Time,VS_CS_Erlang_RNC,VS_CSLoad_Erlang_Equiv_RNC,VS_PSLoad_Thruput_RNC,VS_R99PSLoad_DLThruput_RNC,VS_R99PSLoad_ULThruput_RNC,VS_HSDPAPSLoad_DLThruput_RNC,VS_HSUPAPSLoad_ULThruput_RNC,VS_RB_AMR_DL_RNC_custom,VS_RB_CS_Conv_DL_64_RNC
2014-07-30 21:00:00,322.681,828.265,157438.011,56.650,1610.242,133807.606,21958.722,644.164,0.036
2014-07-30 21:30:00,298.316,767.564,144781.067,46.608,1158.775,122812.961,20757.853,595.650,0.000
2014-07-30 22:00:00,261.356,703.138,157763.458,43.639,1132.489,136435.936,20146.672,543.235,0.006
2014-07-30 22:30:00,215.457,528.517,140571.431,36.272,786.336,121980.153,17764.083,407.203,0.017
2014-07-30 23:00:00,164.158,397.375,137434.203,59.403,745.211,118399.278,18225.636,303.947,0.000
2014-07-30 23:30:00,113.918,271.231,121977.169,46.956,515.889,107401.181,14008.556,210.981,0.039
2014-07-31 00:00:00,92.519,185.903,114217.417,14.828,535.936,101233.356,12428.756,145.883,0.000
2014-07-31 00:30:00,53.162,130.994,91399.167,5.667,484.933,81250.456,9653.644,101.253,0.006
2014-07-31 01:00:00,43.890,112.706,78683.958,16.550,306.147,69510.922,8845.814,85.164,0.000
2014-07-31 01:30:00,39.194,91.125,66598.347,45.278,286.378,58794.675,7467.617,68.594,0.000
2014-07-31 02:00:00,32.430,67.783,52370.778,0.494,172.386,46129.822,6064.458,54.508,0.000
2014-07-31 02:30:00,23.718,52.797,47183.961,0.558,120.250,42203.128,4856.450,42.425,0.019
2014-07-31 03:00:00,19.108,37.881,39682.811,17.122,70.456,35329.356,4262.242,30.363,0.000
2014-07-31 03:30:00,12.843,29.114,26755.275,4.889,63.692,23054.164,3629.011,22.847,0.000
2014-07-31 04:00:00,6.677,19.914,20756.042,0.306,141.692,17716.242,2894.147,14.619,0.000
2014-07-31 04:30:00,7.131,18.561,20251.653,0.458,136.811,17509.236,2601.661,14.189,0.000
2014-07-31 05:00:00,8.497,22.206,15596.744,0.247,89.333,12961.211,2542.536,16.940,0.000
2014-07-31 05:30:00,9.911,28.081,20169.942,0.461,34.872,17361.478,2769.689,21.092,0.000
2014-07-31 06:00:00,11.487,33.922,26689.361,4.300,51.003,22941.531,3688.319,24.303,0.000
2014-07-31 06:30:00,18.672,51.389,47968.969,5.783,108.875,41251.403,6598.417,38.928,0.119
2014-07-31 07:00:00,35.243,96.164,64823.644,20.225,133.842,56537.633,8127.486,73.178,0.000
2014-07-31 07:30:00,64.910,180.531,88098.394,51.358,444.350,76146.633,11451.464,136.425,0.022
2014-07-31 08:00:00,113.282,309.067,127953.450,114.914,1116.489,108741.772,17975.281,234.808,0.006
2014-07-31 08:30:00,196.936,533.567,180484.378,49.014,1643.758,154829.914,23956.786,409.564,0.003
2014-07-31 09:00:00,297.213,798.194,197083.992,74.819,2396.611,166139.836,28467.686,622.111,0.011
2014-07-31 09:30:00,402.527,1061.833,204874.100,74.628,2881.906,171138.128,30774.475,823.119,0.417
2014-07-31 10:00:00,476.511,1218.870,227131.814,62.589,2793.533,190614.514,33655.983,956.383,0.047
2014-07-31 10:30:00,511.078,1335.122,222667.206,46.375,2667.900,186338.394,33609.539,1046.300,0.047
2014-07-31 11:00:00,532.794,1348.353,230925.656,33.572,2776.911,195265.669,32844.481,1047.711,0.236
2014-07-31 11:30:00,491.918,1243.681,217693.819,38.500,2316.731,183087.614,32245.994,976.314,0.008
2014-07-31 12:00:00,429.454,1101.331,237269.106,132.967,2602.656,201365.436,33162.961,863.553,0.092
2014-07-31 12:30:00,351.668,878.056,265145.436,65.889,2497.869,229048.214,33528.528,694.878,0.003
2014-07-31 13:00:00,320.628,821.653,253243.006,48.489,2510.944,218634.972,32043.767,645.675,0.014
2014-07-31 13:30:00,360.465,929.542,248111.361,61.433,2084.628,214574.678,31385.600,722.644,0.019
2014-07-31 14:00:00,423.888,1104.972,264703.072,134.867,2444.581,228179.358,33939.267,870.358,0.069
2014-07-31 14:30:00,470.640,1193.314,249200.164,61.706,2832.181,211064.492,35236.847,938.600,0.000
2014-07-31 15:00:00,510.871,1289.067,255870.883,127.903,2699.050,218643.019,34395.803,1020.169,0.011
2014-07-31 15:30:00,524.287,1360.983,240317.053,46.200,2923.597,204171.572,33170.700,1065.692,0.028
2014-07-31 16:00:00,527.047,1359.758,247166.678,39.369,2774.847,211433.225,32914.236,1065.622,0.003
2014-07-31 16:30:00,513.525,1295.144,246350.894,89.706,2413.006,211752.453,32090.739,1019.967,0.111
2014-07-31 17:00:00,525.332,1337.061,245325.928,93.953,2406.012,210822.628,31998.369,1052.547,0.017
2014-07-31 17:30:00,537.008,1368.486,231490.678,157.997,2732.708,198661.219,29933.686,1072.369,0.031
2014-07-31 18:00:00,482.593,1237.675,217006.939,215.492,2921.483,185075.789,28789.075,965.367,0.017
2014-07-31 18:30:00,410.127,1039.544,207719.625,124.072,2757.761,176514.814,28318.017,811.678,0.278
2014-07-31 19:00:00,357.072,916.800,187582.250,82.792,1833.686,159882.119,25778.581,718.828,0.017
2014-07-31 19:30:00,323.705,845.092,177231.264,66.864,1669.331,150954.250,24535.842,660.469,0.058
2014-07-31 20:00:00,326.584,835.031,170221.897,46.253,1568.008,143387.817,25215.006,656.914,0.022
2014-07-31 20:30:00,316.769,847.350,169381.358,42.617,1877.786,143266.944,24189.247,667.417,0.189
2014-07-31 21:00:00,331.096,847.808,173415.600,100.914,1499.111,149190.942,22619.733,663.306,0.000
2014-07-31 21:30:00,293.215,769.992,183287.075,90.942,1297.494,159177.431,22716.389,597.311,0.189
2014-07-31 22:00:00,264.476,709.092,169855.592,123.933,933.142,146295.725,22498.064,550.700,0.019
2014-07-31 22:30:00,232.275,565.806,162676.417,78.692,726.831,142292.797,19573.433,435.294,0.075
2014-07-31 23:00:00,167.082,420.925,182728.675,53.242,634.472,162204.975,19831.483,316.522,0.094
2014-07-31 23:30:00,130.268,283.397,178638.717,73.458,483.642,160887.536,17189.561,216.783,0.006
2014-08-01 00:00:00,89.676,205.042,134652.358,69.506,500.086,116054.775,18023.542,158.719,0.061
2014-08-01 00:30:00,60.901,144.558,97273.536,30.147,275.639,83463.500,13499.825,106.833,0.014
2014-08-01 01:00:00,46.595,100.083,81158.639,19.567,320.067,70123.378,10691.100,75.888,0.000
2014-08-01 01:30:00,32.326,69.844,69237.822,6.419,243.667,59444.947,9538.292,54.172,0.003
2014-08-01 02:00:00,23.836,55.178,53763.169,1.419,250.686,48719.939,4787.422,43.386,0.000
2014-08-01 02:30:00,18.116,45.856,39325.011,4.119,78.286,35003.825,4235.111,35.344,0.000
2014-08-01 03:00:00,12.477,34.139,43168.844,1.442,54.031,39295.872,3813.892,25.625,0.000
2014-08-01 03:30:00,13.022,27.775,39192.972,0.922,72.328,35888.550,3227.767,21.711,0.000
2014-08-01 04:00:00,8.814,21.769,26818.892,0.253,55.133,24033.692,2726.314,18.003,0.000
2014-08-01 04:30:00,6.179,15.531,22380.850,6.961,41.794,19849.233,2479.392,12.397,0.000
2014-08-01 05:00:00,6.127,15.392,21881.994,7.708,40.911,19019.089,2810.739,11.858,0.000
2014-08-01 05:30:00,8.659,25.492,24078.742,23.306,132.014,20214.458,3705.236,19.786,0.000
2014-08-01 06:00:00,12.531,33.136,33668.028,6.978,115.533,28248.661,5292.572,24.811,0.000
2014-08-01 06:30:00,20.320,55.933,48583.983,11.542,112.250,41832.381,6623.333,41.411,0.000
2014-08-01 07:00:00,38.212,104.908,70184.931,8.556,260.681,61008.992,8902.139,79.494,0.000
2014-08-01 07:30:00,66.140,186.450,93681.686,78.928,549.453,79910.117,13138.497,140.894,0.156
2014-08-01 08:00:00,120.145,332.181,146415.978,75.322,1023.869,126188.792,19123.206,250.764,0.014
2014-08-01 08:30:00,195.983,540.328,174482.625,123.753,1399.342,148747.569,24206.978,409.708,0.006
2014-08-01 09:00:00,300.479,814.753,193664.819,68.814,1738.842,165138.064,26714.192,631.086,0.000
2014-08-01 09:30:00,407.337,1050.806,216811.503,29.817,2796.081,185609.794,28370.831,818.519,0.125
2014-08-01 10:00:00,455.897,1190.794,222331.608,106.917,2655.606,188982.828,30581.292,930.661,0.003
2014-08-01 10:30:00,505.549,1300.442,229588.014,135.614,2902.211,193355.628,33189.647,1010.717,0.003
2014-08-01 11:00:00,498.341,1257.900,228068.553,60.450,2746.844,192786.669,32469.511,987.211,0.083
2014-08-01 11:30:00,487.806,1264.883,223721.042,44.983,2613.764,189745.067,31312.314,980.142,0.014
2014-08-01 12:00:00,426.874,1104.672,248067.119,112.119,2884.244,213094.503,31971.097,860.451,0.108
2014-08-01 12:30:00,369.262,922.031,265489.517,91.361,2548.903,230097.786,32746.636,721.478,0.086
2014-08-01 13:00:00,316.787,816.714,232857.914,87.653,2718.917,199053.808,30992.586,645.861,0.014
2014-08-01 13:30:00,360.001,902.950,232969.656,72.633,2659.750,197726.728,32505.525,716.575,0.006
2014-08-01 14:00:00,425.834,1097.989,242680.975,93.603,2735.583,205225.008,34621.858,866.044,0.050
2014-08-01 14:30:00,452.075,1175.344,235726.761,123.294,2866.189,198014.044,34718.194,922.822,0.006
2014-08-01 15:00:00,483.860,1252.058,251375.753,93.933,3267.994,214420.931,33587.881,988.911,0.050
2014-08-01 15:30:00,517.204,1269.308,248553.708,63.819,3134.817,211069.561,34280.514,998.136,0.008
2014-08-01 16:00:00,507.292,1319.614,258453.375,144.189,2558.594,221746.644,33998.831,1039.130,0.011
2014-08-01 16:30:00,515.121,1304.542,244493.472,162.097,2113.264,209761.864,32451.069,1029.683,0.022
2014-08-01 17:00:00,525.056,1335.657,228464.731,141.844,2526.394,194801.172,30990.239,1043.624,0.003
2014-08-01 17:30:00,527.025,1361.139,214303.022,135.547,2791.383,181207.158,30163.886,1057.819,0.044
2014-08-01 18:00:00,488.819,1261.689,205180.817,153.411,3438.247,170764.497,30819.528,981.969,0.028
2014-08-01 18:30:00,411.409,1048.653,199765.589,114.372,3028.264,169255.797,27362.042,810.044,0.000
2014-08-01 19:00:00,340.084,875.161,176557.933,44.881,2351.550,149186.122,24970.453,679.553,0.147
2014-08-01 19:30:00,306.873,794.661,164383.719,72.161,1954.406,138801.911,23550.314,616.639,0.022
2014-08-01 20:00:00,301.115,773.117,167764.972,105.767,1766.111,142311.617,23576.553,611.797,0.006
2014-08-01 20:30:00,293.053,767.553,159410.511,110.222,1799.692,134360.672,23134.908,593.433,0.006
2014-08-01 21:00:00,296.424,774.431,164602.511,87.425,1804.886,140757.175,21948.108,599.116,0.008
2014-08-01 21:30:00,265.232,717.886,157866.158,46.169,1563.792,134618.308,21632.914,552.172,0.006
2014-08-01 22:00:00,250.380,649.539,143690.300,67.164,1182.325,122726.986,19708.983,500.383,0.000
2014-08-01 22:30:00,206.031,521.417,141469.872,175.106,864.175,121146.547,19279.247,395.969,0.003
2014-08-01 23:00:00,156.639,376.222,166191.525,70.600,713.292,147484.742,17918.217,287.803,0.000
2014-08-01 23:30:00,110.977,265.075,139051.033,85.714,498.142,121732.397,16729.964,202.339,0.000
2014-08-02 00:00:00,88.432,214.772,129118.758,53.328,504.522,113486.775,15069.575,167.581,0.047
2014-08-02 00:30:00,70.276,164.189,112631.372,55.664,362.575,99238.592,12969.931,126.611,0.000
2014-08-02 01:00:00,51.024,120.903,81073.631,30.033,202.714,71446.744,9389.594,91.011,0.000
2014-08-02 01:30:00,35.766,88.922,62563.103,106.019,135.397,54445.222,7871.939,69.286,0.003
2014-08-02 02:00:00,28.319,73.211,54993.925,26.406,105.725,48375.958,6482.158,55.906,0.000
2014-08-02 02:30:00,30.023,57.358,41187.900,23.600,94.128,35279.172,5787.206,44.122,0.000
2014-08-02 03:00:00,18.734,47.081,38542.717,55.969,53.592,33851.039,4578.547,35.306,0.000
2014-08-02 03:30:00,10.216,31.019,35849.381,33.044,73.956,31971.411,3767.525,22.678,0.000
2014-08-02 04:00:00,12.252,30.442,23939.717,0.775,67.347,20669.983,3198.336,23.797,0.000
2014-08-02 04:30:00,9.320,21.769,20523.914,2.950,76.439,17191.003,3250.333,17.036,0.000
2014-08-02 05:00:00,9.223,27.239,26063.158,7.442,99.842,22747.992,3204.519,20.392,0.000
2014-08-02 05:30:00,14.712,36.642,22833.231,3.953,118.186,19434.042,3273.792,29.242,0.000
2014-08-02 06:00:00,15.626,36.167,32581.208,4.139,73.031,28148.125,4351.650,28.067,0.003
2014-08-02 06:30:00,22.032,59.383,53393.842,10.442,104.133,45926.683,7348.089,45.950,0.000
2014-08-02 07:00:00,32.220,92.094,67987.083,6.900,127.061,59249.008,8599.700,69.358,0.000
2014-08-02 07:30:00,55.406,149.167,81327.178,6.344,180.536,71008.811,10127.025,116.347,0.000
2014-08-02 08:00:00,91.862,252.644,97640.917,26.869,357.761,83430.181,13821.511,190.789,0.000
2014-08-02 08:30:00,140.319,383.586,131588.572,58.308,590.194,113615.236,17320.019,289.439,0.011
2014-08-02 09:00:00,183.878,495.436,120810.381,11.364,812.386,102740.900,17241.161,379.297,0.008
2014-08-02 09:30:00,232.689,621.089,142019.097,17.706,1226.817,119826.225,20943.631,472.750,0.267
2014-08-02 10:00:00,274.576,717.672,173792.436,69.681,1367.872,148116.928,24233.117,554.361,0.008
2014-08-02 10:30:00,291.708,771.286,179663.614,106.819,1320.506,154285.292,23946.186,595.436,0.078
2014-08-02 11:00:00,314.606,803.417,182772.686,21.439,1456.019,155582.467,25708.103,625.681,0.042
2014-08-02 11:30:00,315.192,830.864,185666.508,92.386,1883.258,157675.581,26010.347,639.278,0.033
2014-08-02 12:00:00,322.243,815.586,200785.439,95.656,1987.425,170619.164,28078.306,639.664,0.072
2014-08-02 12:30:00,283.834,730.333,219808.681,85.258,2158.867,189561.478,27998.103,572.169,0.006
2014-08-02 13:00:00,258.230,643.464,208469.097,59.758,2310.133,179460.317,26634.053,505.694,0.003
2014-08-02 13:30:00,261.920,669.994,193262.631,116.681,2605.267,164195.586,26340.019,522.269,0.011
2014-08-02 14:00:00,270.259,703.931,193486.236,187.903,2630.097,162449.569,28213.731,551.906,0.008
2014-08-02 14:30:00,291.787,746.072,201414.122,179.336,2732.256,167989.350,30508.111,580.767,0.006
2014-08-02 15:00:00,293.652,756.469,206493.492,236.511,2654.975,174542.775,29054.119,599.900,0.011
2014-08-02 15:30:00,314.450,800.556,199034.019,281.022,2653.439,167511.439,28583.114,628.058,0.006
2014-08-02 16:00:00,327.059,845.886,199372.806,138.425,2588.508,168925.797,27715.006,667.814,0.008
2014-08-02 16:30:00,337.497,857.439,195351.878,127.806,2715.267,165150.764,27353.031,673.728,0.006
2014-08-02 17:00:00,360.589,932.858,199641.522,114.589,2672.339,170523.836,26325.667,721.411,0.108
2014-08-02 17:30:00,353.517,914.536,193166.814,111.836,2600.450,164345.078,26104.464,708.403,0.114
2014-08-02 18:00:00,331.758,848.936,194982.975,142.881,3062.956,165517.444,26254.633,660.119,0.011
2014-08-02 18:30:00,296.938,756.564,188510.619,158.092,2558.139,158487.383,27301.914,589.997,0.008
2014-08-02 19:00:00,276.366,708.681,185110.672,215.789,2400.903,156962.106,25526.886,555.672,0.022
2014-08-02 19:30:00,268.700,708.442,169601.736,138.586,2196.694,143287.706,23973.700,551.553,0.031
2014-08-02 20:00:00,283.258,741.686,169313.239,182.675,2131.939,142975.617,24018.072,574.261,0.011
2014-08-02 20:30:00,285.773,728.497,162291.825,92.333,1925.239,137539.758,22729.583,567.269,0.006
2014-08-02 21:00:00,273.835,731.744,158897.822,68.228,1869.681,133950.783,23004.225,572.853,0.006
2014-08-02 21:30:00,262.369,693.453,149440.850,99.636,1600.908,126215.386,21520.133,545.033,0.003
2014-08-02 22:00:00,250.276,641.517,150027.994,46.219,1524.175,127399.014,21053.864,501.214,0.008
2014-08-02 22:30:00,223.262,554.492,142560.539,60.506,1317.214,120787.222,20390.839,435.442,0.086
2014-08-02 23:00:00,175.815,431.032,145807.058,55.181,980.117,126513.492,18253.761,327.673,0.000
2014-08-02 23:30:00,125.247,307.114,155629.036,48.950,770.806,138383.678,16420.939,230.306,0.000
2014-08-03 00:00:00,93.296,233.497,127723.124,23.860,602.172,112028.007,15064.374,176.814,0.031
2014-08-03 00:30:00,70.661,176.694,97585.500,8.428,468.869,85132.728,11970.972,131.464,0.019
2014-08-03 01:00:00,58.325,140.261,84493.714,10.769,380.039,74277.761,9820.656,104.667,0.003
2014-08-03 01:30:00,40.743,113.842,67784.736,2.342,219.258,60110.225,7448.547,84.767,0.003
2014-08-03 02:00:00,42.254,87.803,51041.653,1.361,195.061,44888.364,5953.183,67.606,0.000
2014-08-03 02:30:00,29.060,58.811,41864.969,3.086,124.708,37029.131,4704.458,45.242,0.003
2014-08-03 03:00:00,17.710,53.667,42470.553,0.678,129.239,37770.739,4566.378,39.692,0.003
2014-08-03 03:30:00,19.335,46.275,30657.100,2.942,104.967,27075.136,3470.656,34.081,0.000
2014-08-03 04:00:00,13.462,41.219,26495.525,0.608,69.069,23098.453,3323.856,30.194,0.000
2014-08-03 04:30:00,13.664,31.164,25407.300,0.500,53.981,22712.364,2636.975,23.861,0.006
2014-08-03 05:00:00,9.658,23.781,20251.967,6.022,81.439,17763.858,2397.219,19.047,0.000
2014-08-03 05:30:00,8.905,25.564,24029.619,0.392,42.306,21432.206,2551.339,20.497,0.000
2014-08-03 06:00:00,15.097,35.981,29510.108,3.261,228.742,25518.297,3755.506,27.486,0.006
2014-08-03 06:30:00,16.760,45.156,42193.719,6.017,169.089,36791.325,5222.900,35.192,0.003
2014-08-03 07:00:00,26.331,70.837,53878.617,10.144,158.342,47601.619,6104.061,54.560,0.000
2014-08-03 07:30:00,40.469,114.740,65585.244,6.828,202.436,57766.672,7604.844,88.532,0.000
2014-08-03 08:00:00,70.307,188.602,83871.047,10.889,238.739,71672.406,11944.558,145.834,0.067
2014-08-03 08:30:00,103.812,290.186,95951.978,14.392,451.017,82272.611,13209.336,217.256,0.008
