N, W, Date, Time, Tx0, Tx1, Tx2, Tx3, Tx4, Tx5, Tx6, Tx7, Tx8, Tx9, Tx10, Tx11, Tx12, Tx13, Tx14, Tx15, Tx16, Tx17, Tx18, Tx19, Tx20, Tx21, Tx22, Tx23, Tx24, Tx25, Tx26, Tx27, Tx28, Tx29, Tx30, Tx31, Tx32, Tx33, Tx34, Tx35, Tx36, Tx37, Tx38, Tx39, Tx40, Tx41, Tx42, Tx43, Tx44, Tx45, Tx46, Tx47, Tx48, Tx49, Tx50, Tx51, Tx52, Tx53, Tx54, Tx55, Tx56, Tx57, Tx58, Tx59, Tx60, Tx61, Tx62, Tx63, Tx64, Tx65, Tx66, Tx67, Tx68, Tx69, Tx70, Tx71, Tx72, Tx73, Tx74, Tx75, Tx76, Tx77, Tx78, Tx79, Tx80, Tx81, Tx82, Tx83, Tx84, Tx85, Tx86, Tx87, Tx88, Tx89, Tx90, Tx91, Tx92, Tx93, Tx94, Tx95, Tx96, Tx97, Tx98, Tx99
40.00874, 105.27533, 8/21/2011, 12:10 PM, -12.50, -18.50, -16.80, -199.99, -19.50, -18.50, -18.50, -19.50, -199.99, -19.50, -199.99, -199.99, -199.99, -199.99, -19.50, -19.50, -19.50, -199.99, -18.50, -18.50, -19.50, -199.99, -18.50, -19.50, -199.99, -199.99, -18.50, -18.50, -19.50, -199.99, -199.99, -19.50, -11.50, -199.99, -19.50, -199.99, -18.50, -199.99, -199.99, -199.99, -199.99, -8.00, -9.50, -8.50, -7.20, -4.50, -199.99, -7.50, -7.50, -5.50, -4.50, -4.50, -5.50, -5.50, -5.50, -5.50, -4.50, -3.50, -3.50, -5.80, -5.50, -4.50, -3.50, -3.50, -4.50, -4.50, -4.50, -6.20, -5.80, -199.99, -4.80, -6.80, -6.80, -5.50, -5.80, -4.50, -4.50, -4.50, -4.50, -199.99, -4.50, -4.50, -4.50, -4.50, -3.50, -4.50, -4.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -4.50, -5.50, -199.99, -4.50, -4.50, -4.50
40.00866, 105.27421, 8/21/2011, 12:15 PM, -15.50, -14.50, -14.50, -199.99, -14.50, -14.50, -14.50, 4.50, -14.50, -4.80, 1.40, -14.50, -199.99, 2.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, 0.50, 0.50, -11.50, -11.50, -11.50, -199.99, -199.99, -199.99, -11.50, -1.50, -11.50, -11.50, -11.50, -199.99, -11.50, -11.50, -199.99, -199.99, -3.50, -11.50, -199.99, -199.99, -11.50, -3.50, -2.50, -2.50, -199.99, -3.80, -2.50, -2.50, -2.50, -2.50, -199.99, -2.50, -2.50, -2.50, -3.50, -3.50, -3.50, -2.50, -1.50, -1.50, -1.50, -199.99, -199.99, -199.99, -1.50, -199.99, -1.50, -199.99, -199.99, -5.60, -2.50, -2.50, -2.50, -2.50, -3.50, -3.50, -2.50, -2.50, -4.50, -199.99, -199.99, -2.50, -199.99, -199.99, -199.99, -199.99, -199.99, -2.50, -2.50, -2.50, -2.50, -4.20, -2.50, -3.50, -199.99, -199.99, -2.50
40.00866, 105.27342, 8/21/2011, 12:17 PM, -199.99, -199.99, -199.99, -12.50, -12.50, -12.50, -13.50, -199.99, -12.50, -12.50, -199.99, -199.99, -199.99, -12.50, -12.50, -12.50, -199.99, -13.50, 4.20, -13.50, -199.99, -13.50, -13.50, -199.99, -199.99, -12.50, -199.99, -12.50, -12.50, -9.50, -199.99, -199.99, 2.80, -10.50, -10.50, -199.99, 0.50, -10.50, -2.50, -9.50, -10.50, 1.50, -10.50, -10.50, -199.99, 1.50, 1.00, 1.50, -199.99, -0.20, 1.50, -7.80, 0.50, 0.50, 0.50, 1.50, 1.50, 1.50, 1.50, 1.50, 0.20, -1.70, 0.50, 0.50, 0.50, 1.50, 1.50, 1.50, 1.50, -199.99, -0.70, 0.20, 1.50, 1.50, 1.50, 1.50, 1.50, 0.20, 1.50, 1.50, 1.50, -199.99, 0.30, 2.50, 1.50, 1.50, 1.50, 1.50, 1.50, 1.50, 1.50, -199.99, -199.99, 1.50, 1.50, 1.50, -7.50, -6.50, -199.99, 0.50
40.01060, 105.27622, 8/21/2011, 12:25 PM, -22.50, -199.99, -199.99, -15.50, -199.99, -199.99, -199.99, -199.99, -199.99, -8.00, -199.99, -199.99, -199.99, -17.50, -24.50, -24.50, -10.60, -24.50, -12.80, -17.50, -199.99, -199.99, -24.50, -24.50, -24.50, -17.50, -24.50, -199.99, -24.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -24.50, -199.99, -10.60, -12.80, -199.99, -6.80, -2.50, -2.50, -1.50, -1.50, -3.50, -0.50, -1.80, -3.20, -3.60, -3.60, -2.50, -4.50, -3.60, -4.50, -1.50, -3.60, -4.50, -4.80, -3.50, -3.50, -1.50, -2.80, -2.80, -4.50, -1.50, -1.50, -1.50, -4.50, -4.50, -2.00, -7.50, -2.00, -4.50, -1.50, -1.50, -3.20, -3.20, -3.20, -2.50, -1.50, -2.00, -2.80, -3.20, -1.50, -1.50, -2.80, -3.70, -4.50, -1.50, -1.50, -6.80, -1.50, -4.50, -1.50, -1.50, -3.60, -2.50, -2.50, -2.50
40.01058, 105.27549, 8/21/2011, 12:28 PM, -199.99, -199.99, -199.99, -199.99, -14.50, -14.50, -14.50, -199.99, -13.50, -14.50, -14.50, -199.99, -14.50, -14.50, -14.50, -14.50, -199.99, -14.50, -14.50, -14.50, -15.50, -15.50, -15.50, -15.50, -15.50, -15.50, -15.50, -15.50, -15.50, -15.50, -199.99, -14.50, -15.50, -15.50, -15.50, -15.50, -15.50, -15.50, -199.99, -199.99, -15.50, -15.50, -199.99, 4.50, 4.50, 4.50, 4.50, 8.50, 5.00, 8.50, 7.50, 7.50, 5.80, 7.50, 7.50, 7.50, 5.80, 4.50, 6.50, 4.50, 4.50, 5.80, 6.20, 5.30, 4.50, 7.50, 4.20, 7.50, 4.80, 4.40, 6.50, 6.50, 4.80, 3.50, 5.50, 8.00, 6.80, 7.50, 3.20, 7.00, 4.50, 8.50, 6.80, 8.50, 5.50, 8.50, 5.50, 9.50, 5.50, 5.50, 8.50, 1.50, 1.00, 7.20, 3.20, 7.80, 6.80, 1.50, 4.50, 8.50
40.01054, 105.27545, 8/21/2011, 12:32 PM, -11.50, -11.50, -11.50, -11.50, -10.50, -10.50, -11.50, -10.50, -10.50, -3.50, -10.50, -10.50, -10.50, -10.50, -7.50, -7.50, -10.50, -6.50, -10.50, -7.50, -4.50, -6.80, -7.80, -11.50, -11.50, -11.50, -6.80, -11.50, -11.50, -11.50, -199.99, -199.99, -199.99, -11.50, -199.99, -11.50, -11.50, -11.50, -11.50, -11.50, -11.50, -199.99, -199.99, -10.50, 6.50, 6.50, 6.50, 5.30, 6.50, 6.50, 6.50, 3.50, 5.50, 5.50, 4.30, 5.50, 5.50, 5.50, 5.50, 2.20, 4.30, 5.50, 5.50, 5.50, 5.50, 5.50, 5.50, 3.50, 5.50, 1.20, 5.50, 5.50, 5.50, 6.50, 6.50, 6.50, 4.00, 6.50, 6.50, 6.50, 6.50, 6.50, 7.50, 7.50, 6.40, 7.50, 7.20, 5.50, 3.20, 7.50, 4.50, 3.20, 6.30, 7.50, 5.00, -1.50, 1.50, 7.50, 6.40, 7.50
40.01067, 105.27598, 8/21/2011, 12:33 PM, -11.50, -199.99, -199.99, -199.99, -10.80, -199.99, -12.50, -11.50, -13.50, -11.50, -199.99, -11.50, -11.50, -8.50, -199.99, -11.50, -12.50, -13.80, -199.99, -11.50, -199.99, -199.99, -199.99, -14.50, -12.80, -199.99, -9.80, -199.99, -15.50, -199.99, -199.99, -11.50, -11.60, -199.99, -9.50, -199.99, -15.50, -11.50, -11.50, -199.99, -199.99, -15.50, -11.50, -1.50, -1.50, -2.50, -1.50, -1.50, -2.80, -1.50, -1.50, -1.50, -1.50, -1.50, -3.20, -1.50, -1.50, -1.50, -1.50, -1.50, -1.50, -1.50, -1.50, -1.50, -1.50, -2.00, -1.50, -3.20, -2.00, -1.50, -1.50, -2.80, -1.50, -1.50, -1.50, -4.20, -2.50, -2.50, -7.50, -2.80, -1.50, -1.50, -1.50, -2.60, -2.50, -1.50, -1.50, -1.50, -2.50, -1.50, -1.50, -1.50, -1.50, -2.00, -1.50, -1.50, -2.00, -3.50, -2.50, -1.50
40.01061, 105.27352, 8/21/2011, 12:39 PM, -12.50, -12.50, -199.99, -199.99, -199.99, -12.50, -12.50, -199.99, -12.50, -12.50, -199.99, -199.99, -199.99, -12.50, -13.50, -13.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -13.50, -13.50, -13.50, -199.99, -199.99, -13.50, -199.99, -199.99, -13.50, -13.50, -13.50, -13.50, -199.99, -13.50, -13.50, -199.99, -199.99, -199.99, -13.50, -13.50, 1.00, 1.00, 2.00, -0.70, -0.70, 1.00, 1.00, 2.00, 2.00, -0.20, 2.00, -0.60, -0.60, 2.00, 2.00, 2.00, 2.00, 2.00, -0.70, 2.00, 2.00, -1.50, 2.00, 2.00, 2.00, 2.00, -199.99, -1.50, 2.00, -1.50, 2.00, 2.00, 2.00, 2.00, -2.00, -1.50, 2.00, 2.00, 2.00, -2.00, 2.00, 0.50, 2.00, 2.00, -0.20, 2.00, 2.00, 2.00, 2.00, 2.00, 2.00, 2.00, 2.00, 2.00, -0.20, 2.00, -0.60, -0.70
40.01057, 105.27272, 8/21/2011, 12:42 PM, -12.50, -12.50, -199.99, -12.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -12.50, -12.50, -199.99, -12.50, -11.50, -199.99, -199.99, -12.50, -199.99, -12.50, -12.50, -199.99, -199.99, -199.99, -12.50, -199.99, -199.99, -199.99, -199.99, -12.50, -12.50, -199.99, -199.99, -199.99, -199.99, -199.99, -12.50, -12.50, 0.50, 0.50, 0.50, -2.50, 0.20, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, -3.80, 0.50, 0.50, -2.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, -0.70, 0.50, 0.50, 0.50, -1.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50
40.01058, 105.27271, 8/21/2011, 12:44 PM, -14.50, -14.50, -14.50, -13.50, -199.99, -199.99, -199.99, -199.99, -199.99, -4.00, -199.99, -17.50, -14.50, -6.00, -199.99, -199.99, -14.50, -199.99, -199.99, -6.50, -199.99, -13.50, -14.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -13.50, -199.99, -14.50, -3.50, -5.80, -199.99, -199.99, -199.99, -6.50, -199.99, -14.50, -199.99, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -4.50, 0.50, 0.50, -0.50, 0.50, -0.50, -4.50, -0.50, -0.50, -0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.00, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, -3.00, 0.50, 0.50, -0.50, -0.50, -0.50, -0.50, -0.50, 0.50, 0.50, 0.50, -0.50, 0.50, 0.50, -0.80, -3.00, -3.00, 0.50, 0.50, 0.50, -0.80, -0.50, 0.50, 0.50, 0.50
40.01057, 105.27277, 8/21/2011, 12:46 PM, -199.99, -199.99, -199.99, -199.99, -12.50, -12.50, -12.50, -199.99, -199.99, -199.99, -12.50, -12.50, -199.99, -199.99, -199.99, -199.99, -12.50, -12.50, -199.99, -12.50, -199.99, -12.50, -12.50, -199.99, -199.99, -12.50, -12.50, -12.50, -12.50, -199.99, -199.99, -199.99, -11.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -11.50, -199.99, -11.50, 5.50, 0.20, 0.20, 4.50, 2.00, 5.50, 4.20, 2.50, 5.50, 6.50, 3.00, 5.50, 3.50, 3.00, 4.80, 4.80, 3.50, 5.50, 4.30, 5.50, 6.50, 4.80, 5.50, 3.00, 2.50, 6.50, 4.80, 2.50, 6.50, 3.00, 1.20, 5.30, 4.50, 5.80, 4.00, 3.20, 2.20, 3.00, 6.50, 6.50, 1.20, 3.50, 4.80, 4.00, 6.50, 4.00, 6.50, 4.00, 5.80, 1.50, 4.80, 4.40, 6.50, 2.50, 1.20, 4.30, 4.80, 4.80
40.00719, 105.26048, 8/4/2011, 2:46 PM, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -33.50, -33.50, -199.99, -199.99, -199.99, -33.50, -199.99, -199.99, -33.50, -32.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -35.50, -199.99, -199.99, -199.99, -32.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -33.50, -33.50, -199.99, -199.99, -199.99, -199.99, -199.99, -33.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99
40.00790, 105.25980, 8/4/2011, 2:50 PM, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -26.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -26.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -28.50, -199.99, -199.99, -199.99, -199.99, -199.99, -25.50, -26.50, -26.50, -26.50, -26.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -31.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -30.50, -29.50, -26.50, -23.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -31.50, -199.99, -199.99, -199.99, -199.99, -29.50, -26.50, -199.99, -199.99, -199.99, -26.50, -199.99, -199.99, -199.99, -26.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99
40.00686, 105.25997, 8/4/2011, 2:55 PM, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -28.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -28.50, -25.50, -199.99, -199.99, -199.99, -199.99, -28.50, -199.99, -28.50, -199.99, -25.50, -25.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -26.50, -26.50, -26.50, -26.50, -26.50, -26.50, -26.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -29.50, -199.99, -199.99, -29.50, -199.99, -199.99, -26.50, -26.50, -26.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99
40.00689, 105.26001, 8/4/2011, 2:57 PM, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -25.50, -199.99, -25.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -28.50, -199.99, -25.80, -199.99, -199.99, -25.50, -199.99, -25.50, -199.99, -25.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -25.50, -199.99, -199.99, -199.99, -199.99, -25.50, -25.50, -25.50, -25.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -28.50, -199.99, -20.50
40.00687, 105.25999, 8/4/2011, 2:59 PM, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -27.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -25.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -25.50, -28.50, -199.99, -199.99, -199.99, -199.99, -199.99, -26.50, -26.50, -25.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -25.50, -25.50, -25.50, -25.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -28.50, -28.50, -199.99, -28.50, -199.99, -199.99, -199.99, -199.99, -25.50, -199.99, -26.50, -199.99, -199.99, -199.99, -199.99, -199.99
40.00684, 105.25990, 8/4/2011, 3:01 PM, -199.99, -199.99, -199.99, -199.99, -199.99, -25.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -20.50, -199.99, -199.99, -199.99, -199.99, -15.80, -21.50, -199.99, -199.99, -199.99, -199.99, -199.99, -22.50, -199.99, -199.99, -199.99, -26.50, -23.50, -16.50, -19.50, -17.80, -199.99, -23.50, -23.50, -199.99, -23.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -27.50, -199.99, -27.50, -22.50, -28.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -20.80, -199.99, -22.50, -22.50, -23.50, -22.50, -21.50, -21.50, -21.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -19.80, -199.99, -199.99, -199.99, -23.50, -199.99, -25.80, -28.50, -26.80, -199.99, -28.50, -199.99, -199.99, -24.50, -199.99, -28.50, -25.50, -28.50, -23.50, -25.80, -199.99
40.00777, 105.25893, 8/4/2011, 3:04 PM, -199.99, -36.50, -36.50, -35.50, -36.50, -36.50, -36.50, -37.50, -38.50, -37.50, -37.50, -38.50, -38.50, -38.50, -39.50, -39.50, -40.50, -40.50, -40.50, -40.50, -41.50, -41.50, -42.50, -43.50, -42.50, -42.50, -43.50, -44.00, -43.50, -43.50, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -43.50, -44.00, -43.50, -44.00, -43.50, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -43.50, -43.50, -44.00, -44.00, -43.50, -43.50, -43.50, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00, -44.00
40.00684, 105.25940, 8/4/2011, 3:12 PM, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -40.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -40.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -40.50, -37.50, -37.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -40.50, -199.99, -35.80, -199.99, -199.99, -199.99, -37.50, -37.50, -199.99, -199.99, -199.99, -37.50, -199.99, -199.99, -199.99, -199.99, -37.50, -199.99, -199.99, -27.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -40.50, -199.99, -199.99, -199.99, -40.50, -199.99, -199.99, -199.99, -40.50, -199.99, -199.99, -199.99
40.00628, 105.25959, 8/4/2011, 3:16 PM, -199.99, -9.50, -8.50, -8.50, -9.50, -9.50, -9.50, -10.50, -10.50, -10.50, -10.50, -11.50, -11.50, -11.50, -12.50, -12.50, -12.50, -12.50, -12.50, -12.50, -13.50, -13.50, -13.50, -14.50, -14.50, -15.50, -15.50, -16.50, -16.50, -17.50, -18.50, -18.50, -18.50, -19.50, -17.50, -16.50, -17.50, -20.50, -17.50, -18.50, -18.50, -18.50, -17.50, -18.50, -18.50, -17.50, -18.50, -19.50, -19.50, -20.50, -20.50, -19.50, -19.50, -19.50, -19.50, -19.50, -19.50, -17.50, -17.50, -17.50, -17.50, -16.50, -16.50, -16.50, -16.50, -15.50, -15.50, -16.50, -16.50, -16.50, -17.50, -15.80, -16.50, -16.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -16.50, -17.50, -16.50, -17.50, -17.50, -17.50, -18.50, -18.50, -18.50, -17.50, -16.50, -17.50, -17.50, -17.50, -17.50, -18.50, -18.50, -18.50, -17.50
40.00626, 105.25950, 8/4/2011, 3:20 PM, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -23.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -20.50, -21.50, -21.50, -199.99, -199.99, -20.50, -20.50, -20.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -23.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -20.50, -20.50, -20.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99
40.00632, 105.25952, 8/4/2011, 3:22 PM, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -19.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -19.50, -199.99, -199.99, -19.50, -20.50, -20.50, -199.99, -199.99, -199.99, -20.50, -20.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -20.50, -20.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -20.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99
40.00630, 105.25962, 8/4/2011, 3:24 PM, -199.99, -11.50, -12.50, -11.50, -12.50, -12.50, -12.50, -13.50, -11.50, -12.50, -13.50, -13.50, -13.50, -13.50, -14.50, -15.50, -15.50, -16.50, -16.50, -14.50, -16.50, -16.50, -16.50, -17.50, -16.50, -16.50, -17.50, -17.50, -17.50, -18.50, -16.50, -17.50, -17.50, -19.50, -19.50, -18.50, -19.50, -19.50, -19.50, -20.50, -21.50, -21.50, -23.50, -22.50, -22.50, -22.50, -22.50, -22.50, -21.50, -21.50, -22.50, -22.50, -23.50, -23.50, -23.50, -22.50, -22.50, -22.50, -22.50, -22.50, -22.50, -20.50, -20.50, -21.50, -19.50, -19.50, -19.50, -19.50, -19.50, -20.50, -20.50, -20.50, -21.50, -20.50, -21.50, -21.50, -21.50, -21.50, -21.50, -21.50, -20.50, -20.50, -20.50, -20.50, -21.50, -21.50, -21.50, -21.50, -22.50, -22.50, -21.50, -24.50, -21.50, -21.50, -21.50, -21.50, -22.50, -22.50, -21.50, -21.50
40.00600, 105.26070, 8/4/2011, 3:29 PM, -199.99, -18.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -15.50, -199.99, -19.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -20.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -20.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -20.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -19.50, -16.50, -15.50, -20.50, -199.99, -199.99, -199.99, -199.99, -199.99, -20.50, -199.99, -199.99, -199.99, -15.50, -19.50, -19.50, -7.50, -199.99, -20.50, -20.50, -20.50, -20.50, -20.50, -20.50, -20.50, -20.50, -20.50, -20.50, -20.50, -9.80, -20.50, -20.50, -20.50, -20.50, -199.99, -19.50, -199.99, -8.50, -13.80, -199.99, -20.50, -199.99, -19.50, -18.50, -199.99, -7.80, -12.80, -18.50, -16.50, -19.50, -17.50, -11.80
40.00689, 105.26129, 8/4/2011, 3:37 PM, -199.99, -199.99, -8.50, -8.50, -9.50, -9.50, -9.50, -9.50, -10.50, -10.50, -10.50, -10.50, -10.50, -10.50, -11.50, -11.50, -11.50, -12.50, -12.50, -11.50, -12.50, -13.50, -13.50, -14.50, -15.50, -15.50, -15.50, -17.50, -17.50, -16.50, -17.50, -16.50, -15.50, -16.50, -17.50, -16.50, -17.50, -14.50, -14.50, -14.50, -15.50, -16.50, -16.50, -17.50, -18.50, -19.50, -18.50, -17.50, -18.50, -18.50, -17.50, -16.50, -16.50, -14.50, -16.50, -15.50, -13.50, -14.50, -14.50, -14.50, -15.50, -16.50, -16.50, -16.50, -16.50, -16.50, -17.50, -16.50, -16.50, -16.50, -16.50, -16.50, -15.50, -18.50, -16.50, -16.50, -16.50, -16.50, -15.50, -15.50, -15.50, -15.50, -16.50, -16.50, -16.50, -16.50, -16.50, -16.50, -15.50, -15.50, -15.50, -15.50, -16.50, -16.50, -16.50, -15.50, -17.50, -15.50, -15.50, -15.50
