N, W, Date, Time, Tx0, Tx1, Tx2, Tx3, Tx4, Tx5, Tx6, Tx7, Tx8, Tx9, Tx10, Tx11, Tx12, Tx13, Tx14, Tx15, Tx16, Tx17, Tx18, Tx19, Tx20, Tx21, Tx22, Tx23, Tx24, Tx25, Tx26, Tx27, Tx28, Tx29, Tx30, Tx31, Tx32, Tx33, Tx34, Tx35, Tx36, Tx37, Tx38, Tx39, Tx40, Tx41, Tx42, Tx43, Tx44, Tx45, Tx46, Tx47, Tx48, Tx49, Tx50, Tx51, Tx52, Tx53, Tx54, Tx55, Tx56, Tx57, Tx58, Tx59, Tx60, Tx61, Tx62, Tx63, Tx64, Tx65, Tx66, Tx67, Tx68, Tx69, Tx70, Tx71, Tx72, Tx73, Tx74, Tx75, Tx76, Tx77, Tx78, Tx79, Tx80, Tx81, Tx82, Tx83, Tx84, Tx85, Tx86, Tx87, Tx88, Tx89, Tx90, Tx91, Tx92, Tx93, Tx94, Tx95, Tx96, Tx97, Tx98, Tx99
40.00332, 105.26544, 8/15/2011, 3:07 PM, -15.50, -14.50, -9.60, -199.99, -199.99, -199.99, -13.50, -10.50, -199.99, -13.50, -11.50, -16.50, -16.50, -7.50, -10.50, -10.50, -199.99, -199.99, -199.99, -14.50, -199.99, -10.50, -10.50, -13.50, -199.99, -10.50, -199.99, -13.50, -10.50, -199.99, -199.99, -11.50, -8.00, -199.99, -199.99, -16.50, -199.99, -11.80, -8.80, -10.50, -10.50, -13.50, -199.99, -0.50, -0.50, -0.50, -1.50, -1.50, -0.50, -0.50, -0.50, -0.50, -0.50, -1.80, -0.50, 0.50, -1.50, -1.50, -1.50, -1.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -2.20, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50
40.00333, 105.26631, 8/15/2011, 3:11 PM, -199.99, -15.50, -15.50, -15.50, -199.99, -199.99, -15.50, -199.99, -199.99, -199.99, -199.99, -15.50, -15.50, -199.99, -15.50, -199.99, -15.50, -199.99, -199.99, -199.99, -199.99, -14.50, -199.99, -15.50, -15.50, -199.99, -199.99, -16.50, -15.50, -199.99, -199.99, -199.99, -199.99, -199.99, -13.50, -14.50, -14.50, -199.99, -199.99, -199.99, -15.50, -199.99, -199.99, -6.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -4.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -4.50, -2.50, -3.50, -4.50, -3.50, -3.50, -4.50, -4.50, -4.50, -4.50, -4.50, -4.50, -4.50, -4.50, -5.50, -5.50, -5.50, -4.50, -4.50, -4.50, -4.50, -4.50, -4.50, -4.50
40.00331, 105.26630, 8/15/2011, 3:13 PM, -11.50, -17.50, -17.50, -199.99, -199.99, -9.50, -12.50, -15.50, -199.99, -199.99, -199.99, -12.50, -17.50, -15.50, -17.50, -199.99, -199.99, -199.99, -199.99, -199.99, -11.60, -17.50, -17.50, -199.99, -199.99, -15.50, -6.80, -17.50, -12.50, -199.99, -199.99, -199.99, -9.80, -11.50, -16.50, -16.50, -199.99, -199.99, -18.50, -11.80, -17.50, -17.50, -3.50, -2.50, -2.50, -1.50, -1.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -3.50, -3.50, -3.50, -4.50, -3.50, -3.50, -3.50, -3.50, -2.50, -1.50, -1.50, -0.50, -0.50, -2.50, -3.50, -2.50, -2.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -2.50, -1.50, -2.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -4.50, -4.50, -4.50, -4.50, -4.50, -4.50, -4.50, -3.50, -2.50, -3.50, -3.50
40.00331, 105.26629, 8/15/2011, 3:14 PM, -199.99, -19.50, -199.99, -199.99, -9.50, -14.80, -23.50, -199.99, -10.50, -13.50, -24.50, -199.99, -9.50, -23.50, -24.50, -23.50, -199.99, -199.99, -199.99, -199.99, -11.80, -23.50, -199.99, -10.50, -23.50, -199.99, -199.99, -199.99, -9.50, -23.50, -10.00, -13.50, -24.50, -199.99, -199.99, -199.99, -11.60, -13.80, -8.50, -23.50, -23.50, -199.99, -199.99, -3.50, -3.50, -2.00, -2.50, -3.00, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -4.60, -2.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -4.50, -6.60, -5.20, -3.50, -3.50, -3.50, -2.50, -2.50, -2.50, -1.50, -4.20, -2.50, -3.50, -3.80, -2.50, -2.50, -2.50, -2.50, -4.20, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -3.50, -3.50, -3.50
40.00335, 105.26629, 8/15/2011, 3:16 PM, -199.99, -16.50, -16.50, -199.99, -16.50, -16.50, -199.99, -199.99, -199.99, -16.50, -199.99, -16.50, -199.99, -199.99, -16.50, -16.50, -199.99, -199.99, -199.99, -16.50, -12.60, -199.99, -16.50, -16.50, -199.99, -199.99, -199.99, -16.50, -16.50, -16.50, -199.99, -199.99, -199.99, -199.99, -199.99, -17.50, -17.50, -17.50, -17.50, -17.50, -199.99, -3.50, -3.50, -3.50, -4.50, -4.50, -5.50, -4.50, -4.50, -4.50, -4.50, -3.50, -3.50, -2.50, -3.50, -3.50, -3.50, -4.50, -4.50, -4.50, -4.50, -4.50, -2.50, -2.50, -2.50, -2.50, -2.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -2.50
40.00249, 105.26498, 8/15/2011, 3:20 PM, -199.99, -14.50, -14.50, -14.50, -199.99, -199.99, -199.99, -14.50, -199.99, -199.99, -14.50, -14.50, -15.50, -199.99, -199.99, -199.99, -199.99, -14.50, -14.50, -199.99, -199.99, -199.99, -14.50, -14.50, -199.99, -199.99, -14.50, -199.99, -14.50, -199.99, -14.50, -14.50, -14.50, -199.99, -199.99, -14.50, -199.99, -199.99, -199.99, -199.99, -14.50, -199.99, -13.50, -0.60, 1.50, -2.50, 2.50, 2.50, 2.50, 1.50, 1.50, 1.50, -1.50, 0.50, 0.50, 0.50, 1.50, -1.50, 1.50, 1.50, 1.50, 0.50, 0.50, 0.50, 0.50, 1.50, 1.50, -1.60, 0.50, 1.50, 1.50, 1.50, 2.50, -0.50, 0.80, 2.50, 2.50, 2.50, 2.50, 2.50, 2.50, 2.50, 2.50, 2.50, 2.50, 2.50, 1.50, 1.50, 1.50, 1.50, 1.50, 1.50, 1.50, 1.50, 2.50, 2.50, 2.50, 3.50, 3.50, 3.50
40.00242, 105.26405, 8/15/2011, 3:25 PM, -199.99, -10.50, -10.50, -199.99, -10.50, -10.50, -199.99, -199.99, -199.99, -199.99, -199.99, -5.50, -10.50, -199.99, -199.99, -199.99, -10.50, -10.50, -199.99, -199.99, -10.50, -10.50, -9.50, -199.99, -199.99, -199.99, -199.99, -8.50, -10.50, -199.99, -199.99, -199.99, -199.99, -10.50, -10.50, -10.50, -199.99, -199.99, -10.50, -8.50, -199.99, -4.60, -199.99, 0.50, 5.00, 5.00, 5.00, 6.00, 5.00, 5.00, 5.00, 5.00, 5.00, 7.00, 7.00, 7.00, 7.00, 7.00, 7.00, 6.00, 7.00, 7.00, 7.00, 7.00, 7.00, 7.00, 7.00, 7.00, 7.00, 8.00, 8.00, 8.00, 7.00, 7.00, 6.00, 7.00, 7.00, 7.00, 8.00, 8.00, 8.00, 7.00, 7.00, 7.00, 7.00, 7.00, 6.00, 7.00, 7.00, 7.00, 7.00, 7.00, 7.00, 7.00, -199.99, 7.00, 7.00, 7.00, 7.00, 7.00
40.00261, 105.26316, 8/15/2011, 3:29 PM, -199.99, -8.50, -8.50, -8.50, -8.50, -199.99, -199.99, -8.50, -8.50, -199.99, -199.99, -8.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -8.50, -8.50, -8.50, -8.50, -8.50, -8.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -8.50, -199.99, -8.50, -7.50, -199.99, -199.99, -199.99, -199.99, -199.99, -7.50, -199.99, -199.99, -7.50, 9.00, 9.00, 9.00, 10.00, 10.00, 10.00, 9.00, 9.00, 9.00, 9.00, 9.00, 9.00, 10.00, 10.00, 10.00, 9.00, 9.00, 9.00, 9.00, 9.00, 9.00, 9.00, 9.00, 10.00, 10.00, 10.00, 9.00, 9.00, 9.00, 9.00, 9.00, 9.00, 9.00, 9.00, 9.00, 9.00, 9.00, 9.00, 9.00, 9.00, 9.00, 9.00, 9.00, 9.00, 9.00, 9.00, 9.00, 9.00, 9.00, 9.00, 9.00, 9.00, 9.00, 9.00, 9.00
40.00248, 105.26225, 8/15/2011, 3:33 PM, -15.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -10.80, -199.99, -9.50, -9.00, -199.99, -18.50, -199.99, -199.99, -199.99, -16.50, -9.50, -199.99, -199.99, -8.80, -9.50, -199.99, -199.99, -199.99, -18.50, -16.50, -199.99, -18.50, -199.99, -16.50, -19.50, -199.99, -18.50, -199.99, -13.50, -11.80, -199.99, -18.50, -199.99, -18.50, -18.50, -199.99, -16.50, -14.80, -16.50, -3.00, -3.00, -3.00, -3.00, -3.00, -3.00, -3.00, -3.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00
40.00241, 105.26224, 8/15/2011, 3:35 PM, -199.99, -199.99, -199.99, -14.80, -19.50, -14.80, -19.50, -22.50, -19.50, -199.99, -199.99, -199.99, -199.99, -199.99, -22.50, -11.80, -19.50, -13.50, -17.80, -19.50, -199.99, -199.99, -199.99, -199.99, -199.99, -19.50, -199.99, -21.50, -199.99, -199.99, -19.50, -199.99, -199.99, -199.99, -199.99, -20.50, -199.99, -199.99, -10.50, -13.50, -199.99, -21.50, -6.00, -6.00, -6.00, -6.00, -6.00, -6.00, -5.00, -5.00, -6.00, -6.00, -6.00, -6.80, -5.50, -5.00, -5.00, -5.00, -7.70, -5.00, -5.00, -5.00, -5.00, -5.00, -4.00, -5.00, -5.00, -5.00, -5.00, -5.00, -5.00, -4.00, -4.00, -4.00, -5.00, -5.00, -5.00, -5.00, -6.00, -6.00, -6.00, -6.00, -7.00, -6.00, -6.00, -6.00, -7.50, -6.00, -6.00, -6.00, -6.00, -7.50, -6.50, -6.00, -6.00, -7.00, -7.00, -7.00, -7.00, -7.00
40.00249, 105.26221, 8/15/2011, 3:38 PM, -199.99, -21.50, -199.99, -21.50, -199.99, -199.99, -199.99, -18.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -21.50, -199.99, -21.50, -21.50, -21.50, -199.99, -18.50, -21.50, -199.99, -21.50, -18.50, -21.50, -199.99, -199.99, -199.99, -18.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -21.50, -199.99, -18.50, -18.50, -199.99, -9.00, -4.00, -5.80, -4.00, -8.50, -4.00, -4.00, -4.00, -4.00, -4.00, -5.80, -7.50, -5.80, -4.00, -5.00, -8.50, -8.20, -5.00, -8.00, -4.00, -4.00, -4.00, -4.00, -4.00, -6.60, -5.50, -5.80, -6.20, -3.50, -6.50, -3.00, -3.00, -5.50, -6.50, -2.00, -6.50, -3.00, -3.00, -4.00, -4.00, -4.00, -5.00, -5.00, -5.00, -5.00, -5.50, -5.00, -5.00, -5.00, -6.00, -5.00, -5.00, -5.00, -5.00, -4.00, -4.00, -4.00, -4.00
40.00244, 105.26146, 8/15/2011, 4:02 PM, -199.99, -23.50, -199.99, -20.50, -20.50, -199.99, -20.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -23.50, -20.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -23.50, -23.50, -199.99, -199.99, -20.50, -20.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -14.50, -22.50, -22.50, -22.50, -19.50, -199.99, -199.99, -199.99, -8.00, -8.00, -8.00, -8.00, -8.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00
40.00244, 105.26042, 8/15/2011, 4:07 PM, -199.99, -199.99, -199.99, -28.50, -199.99, -199.99, -27.50, -199.99, -199.99, -25.50, -199.99, -199.99, -199.99, -25.50, -199.99, -199.99, -199.99, -27.50, -199.99, -199.99, -19.50, -199.99, -28.50, -28.50, -199.99, -199.99, -199.99, -199.99, -22.50, -27.50, -27.50, -13.50, -199.99, -199.99, -25.50, -199.99, -199.99, -199.99, -199.99, -199.99, -27.50, -24.50, -28.50, -15.50, -12.50, -12.50, -11.50, -11.50, -11.50, -11.50, -11.50, -11.50, -11.50, -14.50, -11.50, -11.50, -11.50, -10.50, -10.50, -10.50, -10.50, -10.50, -11.50, -11.50, -11.50, -11.50, -15.50, -11.50, -11.50, -11.50, -11.50, -14.50, -11.50, -11.50, -10.50, -10.50, -14.50, -11.50, -10.50, -14.00, -15.50, -11.50, -12.50, -11.50, -15.50, -10.50, -13.50, -11.50, -10.50, -11.50, -11.50, -11.50, -10.50, -199.99, -11.50, -11.50, -12.80, -10.50, -12.70, -10.50
40.00154, 105.25991, 8/15/2011, 4:14 PM, -31.50, -199.99, -199.99, -199.99, -31.50, -31.50, -31.50, -199.99, -31.50, -31.50, -199.99, -31.50, -31.50, -31.50, -199.99, -199.99, -31.50, -199.99, -199.99, -24.50, -24.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -21.50, -32.50, -19.80, -31.50, -27.50, -199.99, -199.99, -31.50, -199.99, -199.99, -199.99, -199.99, -199.99, -31.50, -199.99, -14.50, -15.50, -15.50, -15.50, -15.50, -15.50, -16.50, -15.50, -15.50, -15.50, -14.50, -14.50, -14.50, -13.50, -14.50, -14.50, -14.50, -16.50, -16.50, -16.50, -16.50, -16.50, -16.50, -15.50, -15.50, -15.50, -14.50, -14.50, -14.50, -14.50, -14.50, -15.50, -15.50, -15.50, -15.50, -15.50, -15.50, -15.50, -14.50, -14.50, -14.50, -14.50, -15.50, -15.50, -15.50, -16.50, -16.50, -16.50, -16.50, -16.50, -16.50, -15.50, -15.50, -15.50, -14.50, -14.50, -14.50
40.00148, 105.26094, 8/15/2011, 4:17 PM, -199.99, -15.20, -22.60, -24.50, -24.50, -199.99, -199.99, -199.99, -17.80, -26.50, -24.50, -199.99, -199.99, -199.99, -26.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -26.50, -199.99, -24.50, -17.00, -26.50, -21.80, -199.99, -199.99, -20.00, -26.50, -26.50, -26.50, -199.99, -27.50, -17.80, -23.50, -19.50, -27.50, -15.60, -20.00, -26.50, -199.99, -199.99, -17.00, -17.00, -17.00, -13.50, -17.00, -13.50, -13.50, -17.00, -17.00, -17.00, -17.00, -15.20, -13.50, -15.20, -15.20, -17.00, -15.20, -13.50, -13.50, -13.50, -13.50, -15.20, -14.80, -13.50, -15.60, -13.50, -17.00, -13.50, -13.50, -13.50, -13.50, -17.00, -13.50, -17.00, -13.50, -13.50, -17.00, -13.50, -15.20, -15.20, -13.50, -12.50, -16.00, -12.50, -14.20, -12.50, -13.50, -13.50, -13.50, -13.50, -13.50, -13.50, -13.50, -14.20, -12.50, -14.20
40.00146, 105.26102, 8/15/2011, 4:19 PM, -199.99, -199.99, -199.99, -28.80, -199.99, -199.99, -28.50, -199.99, -30.50, -199.99, -199.99, -24.50, -28.50, -28.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -25.80, -27.50, -199.99, -199.99, -199.99, -199.99, -199.99, -25.80, -30.50, -27.50, -27.50, -30.50, -199.99, -199.99, -199.99, -27.50, -199.99, -30.50, -199.99, -199.99, -199.99, -20.50, -199.99, -17.50, -16.50, -15.50, -14.50, -15.50, -15.50, -15.50, -15.50, -14.50, -14.50, -29.50, -14.50, -15.50, -15.50, -15.50, -15.50, -15.50, -15.50, -14.50, -14.50, -14.50, -14.50, -14.50, -15.50, -15.50, -15.50, -15.50, -15.50, -14.50, -14.50, -14.50, -13.50, -13.50, -13.50, -14.50, -14.50, -14.50, -14.50, -15.50, -15.50, -15.50, -16.50, -16.50, -16.50, -16.50, -16.50, -18.50, -15.50, -15.50, -15.50, -15.50, -15.50, -15.50, -15.50, -15.50, -15.50, -15.50
40.00147, 105.26096, 8/15/2011, 4:21 PM, -34.50, -199.99, -28.50, -26.80, -199.99, -31.80, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -23.50, -32.50, -30.50, -30.50, -36.50, -199.99, -199.99, -30.50, -199.99, -199.99, -199.99, -199.99, -24.00, -199.99, -199.99, -199.99, -33.50, -199.99, -25.50, -199.99, -199.99, -199.99, -33.50, -33.50, -30.50, -199.99, -199.99, -199.99, -30.50, -199.99, -199.99, -20.50, -21.50, -21.50, -21.50, -21.50, -21.50, -21.50, -21.50, -21.50, -21.50, -20.50, -20.50, -20.50, -20.50, -21.00, -20.50, -21.00, -23.50, -21.00, -21.00, -21.00, -21.50, -21.00, -21.00, -21.50, -21.50, -21.50, -21.50, -22.50, -22.50, -22.80, -23.20, -22.80, -24.50, -22.80, -21.50, -21.50, -22.50, -21.50, -22.50, -21.50, -21.80, -21.50, -20.50, -21.80, -20.50, -20.50, -199.99, -21.80, -20.50, -23.50, -25.80, -22.80, -22.80, -21.50, -22.80, -20.50
40.00151, 105.26097, 8/15/2011, 4:24 PM, -199.99, -29.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -29.50, -32.50, -199.99, -29.50, -199.99, -199.99, -199.99, -199.99, -32.50, -199.99, -29.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -29.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -21.60, -19.50, -19.50, -19.50, -19.50, -19.50, -19.50, -20.50, -20.50, -19.50, -19.50, -20.80, -21.60, -19.50, -19.50, -20.50, -22.60, -20.50, -20.50, -20.50, -19.50, -19.50, -19.50, -18.50, -18.50, -20.20, -18.50, -18.50, -19.50, -19.50, -19.50, -19.50, -19.50, -19.50, -19.50, -20.00, -19.50, -22.60, -23.50, -20.50, -20.50, -20.50, -20.50, -21.80, -19.50, -21.60, -19.50, -19.50, -19.50, -19.50, -19.50, -19.50, -19.50, -24.80, -19.50, -19.50, -20.80, -23.50
40.00237, 105.25960, 8/15/2011, 4:28 PM, -31.80, -199.99, -34.50, -34.50, -199.99, -34.50, -34.50, -199.99, -32.50, -34.50, -199.99, -199.99, -199.99, -34.50, -34.50, -34.50, -199.99, -199.99, -199.99, -199.99, -30.50, -34.50, -199.99, -199.99, -29.50, -34.50, -34.50, -199.99, -199.99, -199.99, -199.99, -34.50, -34.50, -199.99, -199.99, -199.99, -31.80, -34.50, -30.80, -35.50, -32.50, -34.50, -31.50, -18.50, -18.50, -18.50, -18.50, -18.50, -18.50, -19.50, -18.50, -17.50, -18.50, -18.50, -19.50, -18.50, -18.50, -18.50, -18.50, -17.50, -18.50, -18.50, -18.50, -17.50, -18.50, -18.50, -18.50, -19.50, -19.50, -19.50, -20.50, -19.50, -20.50, -21.50, -21.50, -20.50, -19.50, -20.50, -19.50, -19.50, -199.99, -9.30, -9.70, -9.30, -9.70, -11.00, -11.00, -11.00, -12.00, -11.20, -12.50, -14.00, -13.00, -14.30, -14.50, -13.20, -13.20, -14.20, -14.20, -15.00
40.00238, 105.25966, 8/15/2011, 4:29 PM, -199.99, -199.99, -39.00, -35.00, -199.99, -199.99, -43.00, -199.99, -199.99, -199.99, -44.00, -199.99, -199.99, -199.99, -44.00, -199.99, -199.99, -44.00, -199.99, -199.99, -35.00, -37.00, -44.00, -199.99, -199.99, -44.00, -44.00, -44.00, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -43.00, -43.00, -199.99, -21.00, -21.00, -22.00, -24.00, -26.10, -23.00, -22.00, -22.00, -22.00, -21.00, -21.00, -22.00, -22.00, -22.00, -23.00, -23.00, -24.00, -25.00, -24.00, -24.00, -31.00, -24.10, -23.00, -23.00, -21.00, -21.00, -21.00, -21.00, -21.00, -21.00, -22.00, -22.00, -23.30, -199.99, -7.00, -7.00, -7.00, -8.00, -8.00, -7.00, -8.00, -8.00, -8.00, -8.00, -9.00, -9.00, -9.00, -10.00, -10.00, -10.00, -11.00, -11.00, -11.00, -12.00, -12.00, -12.00, -13.00, -13.00, -13.00, -13.00
40.00238, 105.25958, 8/15/2011, 4:31 PM, -29.50, -29.50, -30.50, -29.50, -29.50, -199.99, -29.50, -23.00, -199.99, -199.99, -29.50, -29.50, -29.50, -199.99, -199.99, -199.99, -199.99, -29.50, -23.80, -23.00, -199.99, -199.99, -199.99, -33.50, -29.50, -199.99, -29.50, -199.99, -30.50, -29.50, -29.50, -29.50, -199.99, -24.80, -29.50, -199.99, -24.80, -29.50, -29.50, -29.50, -24.80, -24.80, -30.50, -30.50, -29.50, -16.50, -16.50, -19.50, -15.50, -15.50, -15.50, -16.50, -16.50, -16.50, -19.50, -18.20, -16.50, -16.50, -29.50, -16.50, -16.50, -18.50, -17.70, -15.50, -18.50, -16.50, -16.50, -16.50, -19.50, -16.50, -19.50, -17.00, -16.50, -16.50, -15.50, -15.50, -18.50, -15.50, -15.50, -15.50, -15.50, -15.50, -17.60, -15.50, -15.50, -18.50, -15.50, -15.50, -15.50, -15.50, -15.50, -14.50, -14.50, -17.50, -14.50, -20.50, -14.50, -14.50, -14.50, -14.50
40.00424, 105.26401, 8/17/2011, 2:30 PM, -19.50, -199.99, -27.50, -27.50, -27.50, -27.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -20.50, -199.99, -26.50, -27.50, -29.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -15.60, -199.99, -27.50, -27.50, -27.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -27.50, -27.50, -199.99, -199.99, -199.99, -27.50, -27.50, -29.50, -199.99, -199.99, -26.50, -25.50, -199.99, -199.99, -27.50, -199.99, -199.99, -199.99, -12.50, -12.50, -13.50, -14.60, -15.50, -12.50, -12.50, -12.50, -12.50, -12.50, -12.50, -12.50, -13.50, -13.50, -13.50, -16.50, -13.50, -13.50, -13.50, -15.00, -14.50, -13.50, -13.50, -12.50, -12.50, -12.50, -14.20, -14.00, -13.50, -14.00, -13.50, -13.50, -13.50, -14.50, -13.50, -15.70, -13.50, -16.60, -17.50, -15.00, -13.50, -13.50, -15.00, -13.50
40.00395, 105.26506, 8/17/2011, 2:33 PM, -199.99, -199.99, -20.50, -19.50, -20.50, -20.50, -199.99, -199.99, -14.50, -13.80, -15.80, -19.50, -15.80, -19.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -10.50, -13.80, -10.80, -199.99, -16.50, -18.50, -199.99, -15.50, -199.99, -8.80, -12.60, -199.99, -18.50, -199.99, -18.50, -199.99, -15.50, -199.99, -199.99, -199.99, -199.99, -1.50, -1.50, -2.50, -1.50, -2.50, -2.50, -2.50, -5.70, -3.50, -0.50, -0.50, 1.50, -0.50, -0.50, -0.50, -0.50, -2.50, -4.50, -2.50, -3.50, -2.50, -1.50, -1.80, -1.50, -1.50, -4.20, -3.80, -1.50, -1.50, -0.50, -1.50, -1.50, -0.50, -1.50, -3.50, -1.50, -0.50, -1.50, -1.50, -4.50, -0.50, -3.50, -2.20, -2.60, -1.50, -4.50, -1.50, -2.70, -2.70, -0.50, -0.50, -1.50, -4.50, -2.50, -2.50, -1.50, -0.50, -0.50, -0.50
40.00394, 105.26503, 8/17/2011, 2:35 PM, -199.99, -199.99, -14.50, -12.50, -19.50, -19.50, -199.99, -199.99, -18.50, -199.99, -199.99, -18.50, -18.50, -18.50, -199.99, -199.99, -22.50, -199.99, -19.50, -199.99, -18.50, -199.99, -199.99, -24.50, -24.50, -14.50, -12.80, -20.80, -14.80, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -22.50, -199.99, -19.50, -199.99, -7.00, -6.00, -6.00, -6.00, -7.00, -7.00, -7.00, -9.00, -9.00, -9.00, -9.00, -8.00, -8.00, -8.00, -8.00, -9.00, -8.00, -8.00, -8.00, -7.00, -7.00, -7.00, -8.00, -8.00, -8.00, -8.00, -8.00, -8.00, -8.00, -8.00, -9.00, -9.00, -9.00, -8.00, -8.00, -8.00, -7.00, -7.00, -7.00, -7.00, -7.00, -7.00, -8.00, -8.00, -8.00, -8.00, -7.00, -7.00, -199.99, 6.50, 5.50, 4.50, 4.50, 4.50, 4.50, 3.50, 4.50, 4.50, -199.99
40.00394, 105.26509, 8/17/2011, 2:37 PM, -17.50, -17.50, -20.50, -199.99, -199.99, -20.50, -199.99, -199.99, -16.50, -16.50, -20.50, -20.50, -20.50, -199.99, -199.99, -199.99, -10.50, -199.99, -11.80, -21.50, -21.50, -21.50, -21.50, -199.99, -199.99, -199.99, -199.99, -21.50, -21.50, -19.50, -199.99, -13.80, -22.50, -11.80, -22.50, -22.50, -199.99, -199.99, -199.99, -10.00, -199.99, -17.50, -5.50, -5.50, -5.50, -5.50, -6.50, -4.80, -4.50, -4.50, -4.50, -3.50, -3.50, -3.50, -4.50, -4.20, -4.50, -4.50, -4.50, -4.50, -4.50, -4.50, -4.50, -4.50, -4.50, -5.50, -5.20, -4.50, -6.50, -4.50, -2.50, -3.20, -2.50, -2.50, -2.50, -2.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -3.50, -4.50, -4.50, -4.50, -4.50, -4.50, -4.50, -4.50, -4.50, -4.50, -4.50, -4.50, -5.50, -5.50
